id,date,description,latitude,location,longitude,metadata,name,photos,summary,title
rec_cp1vddb4f9p514bqa5mg,2013-01-01T00:00:00Z,"At around 9.20 pm on April 25, 2013 an object of unknown origin approached from the Atlantic Ocean (from the north) before traveling directly over the Rafael Hernandez Airport runway in Aguadilla, Puerto Rico, delaying the departure of a commercial aircraft. The UAP then re-crossed the airport’s runway on its way out to sea, again heading north.
There was no squawking transponder signal to alert the airport tower, nor was there any communication with the tower to prevent danger to arriving and departing aircraft from the airport. The pilot of an airborne U.S. Customs and Border Protection (CBP) aircraft claimed to have seen a pinkish to reddish light over the ocean, northwest of the airport, through his left window. According to the pilot, the light was moving towards the airport and he believed it to be higher than his own aircraft, which was around 1600 to 2100 feet.
The pilot confirmed visual contact with tower personnel, who also confirmed visual contact. As the object approached the shore, its light “went out.” At that moment, the pilot requested monitoring of the craft with the on-board surveillance equipment. The aircraft’s on-board radar equipment did not detect the object, according to the pilot, but its thermal imaging equipment (FLIR) did. Whilst being seen through the thermal imaging equipment, the pilot did not have visual contact with the UAP. The pilot also confirmed that no attempt was made to intercept the UAP, nor did the object seem to react to the CBP aircraft.
Another witness, whose identity is not known, claimed that the UAP caused the delay of commercial aircraft from the airport. This witness also said that the thermal infrared video showing the UAP was widespread within a CBP office. Furthermore, the witness said that United States Air Force (USAF) Intelligence was contacted and provided with a copy of the video. USAF Intelligence, according to the witness, offered no explanation for the UAP and recommended other agencies to contact, whose identities are not known. In the 3 minute 54 second FLIR video, a small object can be seen moving above the ocean and land. Although filmed at night, the object appears to maneuver through residential areas and trees and enters the Atlantic Ocean (without slowing down) before splitting into two separate objects.
An investigation by the Scientific Coalition for UAP Studies (SCU) concluded the UAP to be of unknown origin, adding that ‘there is no explanation for an object capable of traveling under water at over 90 mph with minimal impact as it enters the water, through the air at 120 mph at low altitude through a residential area without navigational lights, and finally to be capable of splitting into two separate objects.",,"Unknown",,{},"Aguadilla, Puerto Rico, April 25, 2013",,,
rec_cp1vddf6gfslia6urcvg,1803-02-01T00:00:00Z,"February 22nd, 1803, a strong iron-clad craft washed up on the beaches of Northeast Japan. Kazuo Tanaka, a professor of computer engineering, concluded the “hollow craft” was not of extraterrestrial origin. While the resemblance of the Utsuro-bune to modern reports of “flying saucers” was striking, the utsuro-bune was not reported to have flown or moved on its own, nor did it display extraordinary technologies.",,"Utsuro-bune, Japan",,{},"Utsuro-bune, Japan, February, 1803",,,
rec_cp1vddf6gfslia6urd00,1989-01-01T00:00:00Z,"From November 1989 to April 1990, witnesses reported a series of anomalous objects at night in Belgium. The witnesses reported seeing large, flat, slow-moving triangular objects with lights underneath. Most witnesses said that the objects were silent. On November 29, 30 groups of civilian witnesses and three groups of police officers reported seeing anomalous aerial objects at low altitudes. Officials tracked these objects moving from Liege to the German border. On March 30, 1990, at 11 pm, a Belgian police captain said he saw a giant triangle passing over, and two ground radar stations also detected the object. These two NATO-operated radar stations contacted other facilities and learned that four other stations also detected objects that did not send transponder signals. Two Air Force F-16s were scrambled to investigate. The pilots attempted nine intercepts but said the objects appeared and disappeared and maneuvered at speeds beyond any known capability, dropping from 10,000 to 500 feet in 5 seconds. They never saw anything by eye that they could not pick up on the radar and returned to the base at 1 am. The local gendarmerie sent a patrol who described seeing four lights in formation making jerky movements before gradually losing their luminosity and disappearing around 1:30 am. There is no photographic evidence from that night - in 1990, a man named Patrick M released photographs, but in 2011 he admitted they were a hoax. Locals filed 143 independent reports in the two weeks following that night. After local media attention on the events, over 2,600 local people claimed to be witnesses.",,"Unknown",,{},"The Belgian UAP Wave, 1989-1991",,,
rec_cp1vddf6gfslia6urd10,1993-03-01T00:00:00Z,"On March 31, 1993 multiple witnesses across England saw a large triangular-shaped UAP flying in the sky that left a luminous wake in the area of several Royal Air Force (RAF) bases. Ministry of Defence officers reported “a vast triangular shaped craft flying at about 200 feet” that made a low humming noise and fired a beam of light over the ground. It left trails of luminous vapor before speeding off to a South East direction. Around the same time, similar UAPs were sighted in the skies nearby.",,"Cosford, Shropshire, England",,{},"Cosford, Shropshire, England, March, 1993",,,
rec_cp1vddf6gfslia6urd1g,1966-01-01T00:00:00Z,"On April 6th, 1966, flocks of students and staff witnessed a ""round-humped object with a flat base"" hovering over school grounds for ~20 minutes while circled by civilian aircraft. Some witnesses recountered the objects having hovered between trees shuffling up and down until the objects finally ""lifted off and vanished"". Skeptics believed the object was misidentified and was an errant high altitude balloon used to monitor radiation levels. This is known to be one of Australia's most comelling cases.",,"Unknown",,{},"Westall School, Clayton South, Australia, April 6, 1966",,,
rec_cp1vddf6gfslia6urd30,1981-01-01T00:00:00Z,"On January 8th, 1981, just outside of th elands of Trans-en-Provence, France, Farmer Renato Nicolaï heard a strange whistling sound while working on his property. He allegedly saw a lead-colored saucer-shaped object that had the shape of two saucers– one inverted on top of the other. He said he also saw under the UAP, two propulsion pieces to help lift it off like feet and two trapdoors. He claimed the object took off almost immediately, and flew above the treeline and left burn marks on the ground where it had supposedly sat. He told his wife of the incident when she returned home that evening. When she thought he was joking, he showed her where the UAP allegedly left marks in the ground. The next day, he told his neighbors who urged him to contact local authorities. 

He notified the local gendarmerie (France’s national police) of the event the next day. The gendarmerie proceeded to interview Nicolaï, photograph the area, and collect soil and plant samples from the field.
Nicolaï’s first thoughts on the UAP was that it was an experimental military device since he was within close proximity to the Canjuers military base. Police ruled this out, as there were no reported military flights at the time.",,"Unknown",,{},"Trans-en-Provence, France, January 8, 1981",,,
rec_cp1vddf6gfslia6urd3g,1990-01-01T00:00:00Z,"The Calvine sighting refers to a UK case in 1990, when two alleged hikers photographed a diamond-shaped flying object in the Scottish hamlet of Calvine, Scotland. 

The unidentified aerial phenomena (UAP) / object was flanked by what is claimed to be Harrier military jets, at the time operated by the militaries of the UK and United States.
The case first came to prominence following an account by former UK Ministry of Defence (MoD) employee Nick Pope, who described seeing a first generational printed image of the Calvine UAP at the Secretariat (Air Staff).
Although there are thought to be six photographs, the one that has caught public attention was initially released as a photocopy of a tracing (and shows two Harriers beside the UAP); it has been described as “the most spectacular UFO photo ever sent to the Ministry of Defence”¹
Following more than three decades, within which a number of UK military files and other materials (including an artistic recreation) were released, in August, 2022, a clear print of one of the original Calvine photographs was released to the public via Dr David Clarke, a lecturer at Sheffield Hallam University.",,"Unknown",,{},"Calvine, Scotland, August 4, 1990",,,
rec_cp1vddf6gfslia6urd40,1953-08-01T00:00:00Z,"On the evening of August 5, 1953, several military and civilian witnesses reportedly observed what was described as “an unusual red object” seen moving over Rapid City, South Dakota. An initial call was received by the Air Defense Command radar station at Ellsworth Air Force Base from the local area Ground Observer Corps filter center shortly after dark, which detailed a sighting of the object from an observer near Black Hawk, South Dakota. According to the account, a woman approximately 10 miles west of the base had described seeing “an extremely bright light low on the horizon” visible to the northeast.
The object, according to one initial witness report, “would remain stationary, then hop up several degrees very quickly – almost instantaneously – stop, move to the left and then swerve down in sort of a slanting motion,” thereafter repeating this sequence of movements. Radar operators at Ellsworth had been engaged in a training operation involving an F-84 Thunderjet turbojet fighter flying west of the base at that time the base received the call. The object was observed for several minutes on radar by the warrant officer serving as the duty controller. He said it appeared to be moving slowly at an altitude of approximately 16,000 feet. As the duty controller watched the target moving on his scope toward the southwest, nearby base personnel were ordered to go outside and attempt to obtain a visual on the object. The observers soon reported back that they had spotted “a large bluish-white light” moving in the direction of Rapid City, following a wide circular path over the city before returning to its initial position when first detected on radar.
Following the primary observations of the UAP over Rapid City, the warrant officer contacted the F-84 Thunderjet pilot, who was still on combat air patrol to the west of Ellsworth Air Force Base, advising him that he would be vectored toward the object in an attempted intercept. After a moment, the pilot communicated back to base that he could now see the light ahead in the distance. Closing to within three miles of the object, the UAP suddenly began to move away from the F-84, which the pilot, as well as the radar operator and visual observers back at Ellsworth Air Force Base, all observed simultaneously. Still at 16,000 feet, the UAP began to ascend and accelerate as it veered to the north with the F-84 in pursuit. As the pilot pursued the object, he communicated back to Ellsworth that the object appeared to suddenly brighten at intervals. Each time he would close to within approximately three miles, the craft would “automatically pick up speed and pull away,” as if the source of propulsion that moved the object were directly linked to a form of radar warning system aboard the UAP. The F-84 pilot continued to pursue the object for 120 miles on its northbound course away from Ellsworth, with it continually outpacing the fighter jet. Finally, running low on fuel, the pilot was forced to return to base.
Within minutes, a second F-84 was taking off in pursuit of the object, with the pilot quickly obtaining a visual of the UAP and closing toward it. The object began to ascend and moved in a northeasterly direction. As the pilot attempted to climb to the object’s altitude, it maneuvered below him, and resumed its characteristic accelerations each time the pilot approached within three miles of the craft. While pursuing the UAP, the second pilot attempted to discern whether the light could be a reflection caused by lights from his own aircraft, or possibly a celestial object. However, the object indeed appeared to be an airborne light, the source of which remained indiscernible from the pilot’s vantage. The pilot was also successful in detecting the object on his radar. When later interviewed by Project Blue Book Chief Edward Ruppelt, the pilot said that after pursuing the UAP for a period, he became frightened and requested that the controller allow him to abort the intercept. This time, the object did not follow the second pilot back to base and was last observed departing in the direction of Fargo, North Dakota.
Ruppelt said the radar controller had “left the impression he was trying to prove the existence of an unidentified flying object,” noting that the lack of photos depicting the object on the radar scope had been “unfortunate,” although adding that “he saw targets on the scope, there is no doubt about it, but whether they acted exactly as he stated is unknown.” Ruppelt’s general conclusion was that the incident, pending further study, remained unexplained.",,"Ellsworth Air Force Base, Rapid City, South Dakota",,{},"Ellsworth Air Force Base, Rapid City, South Dakota, August, 1953",,,
rec_cp1vddf6gfslia6urd50,1964-09-01T00:00:00Z,"On September 4, 1964, scientists allegedly caught a UAP on film during ICBM testing at Vandenberg Air Force Base. Dr. Robert Jacobs was in charge of the testing and had recently acquired a special telescope from Boston University owned by the U.S. Air Force to film the test launches. Many tests were failing, so the U.S. Air Force acquired a telescope to film the tests to determine the reason for the failures. Jacobs says the launch on September 4 went smoothly, and the giant BU telescope ""swung over and got it, and we followed the thing.""
Jacobs says they followed the missile through its launch stages until they heard their camera run out of film. He and his team did not witness anything unusual during the filming. The BU telescope was connected to a kinescope for recording, meaning they were not watching the test through that telescope.
""We sent the film on down to Vandenberg,"" Jacobs explained, ""and I don't know exactly how long it was after the event; it might have been a day or two, I was called into [USAF Major Florenz J.] Mansmann's office at the first strategic division's aerospace headquarters.""
Jacobs says he entered the major's office where he saw Mansmann and two unnamed men in grey suits, something he later described as ""very unusual."" A film screen and a 16mm film projector were set up, and Mansmann asked Jacobs to sit on a couch. The major played the film, which depicted the launch that Jacobs and his team had filmed a day or two earlier, and he was struck at the high quality of the imagery produced by the BU telescope.
""Into the fame came something else,"" recalled Jacobs. ""It flew into the frame like this (motions with his hands), and it shot a beam of light at the warhead."" Jacobs notes that the missile and the unknown object were flying at ""several thousand miles an hour,"" a figure he later pegged at between 11,000 mph and 14,000 mph.
""So this thing fires a beam of light at the warhead,"" he continues, ""hits it, and then this thing flies up like this (demonstrates the object moving above the missile into its flight path), fires another beam of light, goes around like this (depicts the object moving to the other side of the missile), fires another beam of light, goes down like this (depicts object below and behind the missile), fires another beam of light, and then flies out the way it came in."" At this point, the missile tumbled out of its flight path and fell to the ocean below.
Jacobs says at this point, Major Mansmann stopped the film, looked at him, and asked, ""Were you guys screwing around up there?"" Jacobs replied that his team had not altered the film in any way. Jacobs then says he recalls Mansmann asking him, ""what was that?"" He replied, ""It looks to me like we got a UFO.""
Jacobs says that after Major Mansmann showed him the film, he was told, ""you are never to speak of this again. As far as you're concerned, this never happened."" Jacobs says Mansmann reminded him of his security oaths and warned of the ""dire consequences"" Jacobs would face if he should share this information. Jacobs claims that as he was leaving, Mansmann suggested that ""years from now if you're ever forced by someone to talk about this, you are to tell them it was laser strikes. Laser tracking strikes.""
Jacobs says he is not aware of what happened with the film afterward. Mansmann later confirmed Jacobs' story and said he also does not know where the film went.",,"Vandenberg Air Force Base, Big Sur, California",,{},"Vandenberg Air Force Base, Big Sur, California, September, 1964",,,
rec_cp1vddj4f9p514bqa5n0,1964-01-01T00:00:00Z,"The Socorro UAP incident (also known as the Lonnie Zamora Incident) involves the sighting of a landed aerial vehicle of unknown origin and its occupants by policeman Lonnie Zamora near Socorro, New Mexico, on the afternoon of Friday, April 24, 1964. The incident is widely regarded as one of the best UAP close encounters ever documented and was logged among the many unidentified cases investigated by the United States Air Force’s Project Blue Book. A brief report on the incident was issued by the Air Force on June 8, 1964. Although stating that Project Blue Book’s investigation was still open at the time the report was issued, it presented several preliminary conclusions. Among these had been that there were no additional witnesses to the event and that no unidentified helicopters or other aircraft were determined to have been in the area at the time. There were also no instances where radar detections of unusual objects had been logged, nor any meteorological activity in the area at the time that might account for what Zamora observed. The report also stated that “no foreign material or radiation above normal for the surrounding area” was found from lab analysis of soil samples collected at the landing site, nor anything indicating a means of propulsion. “There was no evidence presented that the object was extraterrestrial in origin or represented a threat to the security of the United States,” the report added. Newspaper headline featuring Zamora alongside T/Sgt. David Moody (USAF/Project Blue Book).
The Air Force also made inquiries about the possibility that Zamora had witnessed part of a test involving a lunar landing module. “Fifteen letters were written to industrial companies asking them for their research status on lunar landing modules,” read the report, which added that such inquiries “had not been useful” in determining what Zamora saw, but that investigators believed “tenant organizations at Holloman hold key to sighting.”¹⁴ However, no conclusive evidence linking the incident to a test vehicle of any kind ever surfaced. Hector Quintanilla, director of Project Blue Book at the time of the incident, initially implied in a statement that the object had been some variety of experimental U.S. aircraft. However, in the absence of any evidence to support this assertion, the Socorro incident was later simply designated one of the many “Unidentified” cases in Project Blue Book’s investigations. Quintanilla, writing for the CIA journal Studies in Intelligence in 1966, went on to call Zamora’s observation “the best-documented case on record,” adding that “we have been unable, in spite of thorough investigation, to find the vehicle or other stimulus that scared Zamora to the point of panic.” In a 1975 memoir of his years with Project Blue Book, Quintanilla expressed dissatisfaction over the way UFO proponents interpreted the Socorro incident’s classification at the time. “Although I labeled the case ‘Unidentified’ I've never been satisfied with that classification,” Quintanilla wrote. “I've always felt that too many essential elements of the case were missing. These are the intangible elements which are impossible to check, so the solution to this case could very well be lying dormant in Lonnie Zamora's head.”
To date, no conclusive explanation for Zamora’s observation has ever surfaced.",,"Unknown",,{},"Socorro, New Mexico, April 24, 1964",,,
rec_cp1vddj4f9p514bqa5ng,1954-01-01T00:00:00Z,"On an August afternoon in 1954 in Tananarive, Madagascar, several hundred eyewitnesses claimed to have seen a UAP. It remains one of the most intriguing cases to have occurred in southern Africa.",,"Unknown",,{},"Tananarive, Madagascar, August 16, 1954",,,
rec_cp1vddn6gfslia6urd5g,2008-01-01T00:00:00Z,"On the evening of January 8, 2008, several residents of Stephenville, Texas, reported seeing unusual lights moving quickly through the skies. At approximately 6:15 p.m. witnesses Steve Allen, Mike Odom, and Lance Jones observed a series of flashing lights that they judged to have been at or close to “3,500 feet above ground level,” spanning a region of the sky they estimated to be approximately one square mile. No sounds accompanied these lights, which they said appeared “directly above Highway 67 traveling towards Stephenville at a high rate of speed.”
According to Allen, a private pilot at the time with three decades of flight experience, the lights were traveling at an estimated 3000 miles per hour. He did not recognize them as being similar to any kind of standard lighting associated with aircraft, but instead were “more like strobe lights,” which at one point changed their orientation from a single horizontal line into a pair of vertical rows of lights roughly one-quarter mile apart. Allen said the lights, which were white in color, began to resemble “dirty burning flames” before abruptly disappearing.
Ten minutes later, the lights appeared again, this time with what appeared to be a pair of fighter jets in pursuit. A consistent feature of the January 8 observations had been the silent passage of the lights overhead at what appeared to be tremendous speed. According to Odom, the lights he and the other two men observed were “something not natural; it was moving way too fast.”
Allen, Odom, and Jones were among the first observers to receive widespread attention for their sighting, following the publication of an article by reporter Angelia Joiner that appeared in the Stephenville Empire-Tribune two days after the incident on January 10, 2008.
By the following week, the story had begun to receive national attention from outlets that included the Associated Press. A CNN article published that Monday, January 14, 2008, reported that witnesses now numbering several dozen, “including a pilot, county constable and business owners” had all seen the silent array of lights passing over Stephenville one week beforehand. Several of the witnesses also reported seeing the fighter jets in pursuit of the object, as first reported by witnesses Allen, Odom, and Jones.
Lee Roy Gaitan, a police officer in Stephenville had been walking to his car when he observed, “a red glow that reminded him of pictures he’d seen of an erupting volcano” attached to an object “suspended 3,000 feet in the air.” Gaitan, whose son also observed the hovering object, had been reluctant to come forward with his sighting until he, like other witnesses, read about the sightings in the Empire-Tribune.
A Mutual UFO Network investigation yielded several conclusions. Among these had been that radar data seemed to corroborate several witness reports of one or more large, unknown objects seen over Stephenville on the evening of January 8. Additionally, some of the radar data obtained by MUFON appeared to indicate that one of these unknown objects had slowly traveled in the direction of Crawford Ranch, the Texas residence of President George W. Bush. The report also noted that there had not been a significant reaction from the military in response to the events, although there had been a number of military aircraft traffic in the area on the evening in question, which in some instances “strayed out of their standard Military Training Routes and into civilian airspace.”
“It is very difficult to dismiss witness testimony that is corroborated by radar,” the authors wrote in the MUFON report, noting that “radar tracked one of those two objects for over an hour as it traveled directly toward Crawford Ranch. The authors cannot comment on the source or origin of this object, but it is clear to the authors that the unknown object was real and not imaginary.”",,"Unknown",,{},"Stephenville, Texas, January 8, 2008",,,
rec_cq5bc0b29bhdoikd5bq0,1933-05-26T00:00:00Z,"Alleged UFO crash near Magenta, Italy, investigated by engineer Guglielmo Marconi.
",,"Magenta, Italy",,{},"1933 Magenta Incident
",,,
rec_cqbv6ijefvv9nms30qs0,2001-05-09T00:00:00Z,"The Disclosure Project press conference hosted by Dr. Steven Greer took place on May 9, 2001 at the National Press Club in Washington, D.C.
During this event, over 20 retired military, intelligence, government, corporate, and scientific witnesses came forward to discuss the reality of UFOs, extraterrestrial vehicles, extraterrestrial life forms, and resulting advanced energy and propulsion technologies. The press conference aimed to bring attention to what the participants claimed was evidence of extraterrestrial encounters and UFO sightings, calling for congressional hearings into such incidents.
Dr. Greer, as the founder of the Disclosure Project, organized this event to advocate for the public disclosure of alleged classified UFO information. The conference featured testimonies from individuals who claimed to have firsthand experiences with UFO sightings or alien-related evidence.
It's worth noting that Dr. Greer has continued his efforts in this field, including hosting more recent events such as a UFO/UAP Disclosure Press Conference on June 12, 2023, also at the National Press Club. However, the 2001 event remains a significant milestone in his advocacy for UFO disclosure.",38.8951,"Washington D.C.",77.0364,{},"Disclosure Press Conference",,,
rec_cqmfsvbe3sl710hq3bqg,1953-08-06T00:00:00Z,,38.62778,"Garrison, Utah",113.67778,{},"""The Big One"" - Flying Saucer Crash near Garrison Utah",,,
rec_cqqal46i2o4pnhq18t6g,1962-03-26T00:00:00Z,"The object was initially seen as a small delta-shaped wing resembling a fighter aircraft. As it approached, it was described as less of a delta shape and more of a dart-shaped missile-like appearance, changing shape and showing no visible means of propulsion. The object exhibited fast movement, estimated at approximately Mach 2.

Continue scrolling for more...
Witness Accounts:

The pilot reported the object first appearing at the 8 o’clock position and exhibiting bright flashes. As it approached 3 o’clock position, the shape shifted from a delta wing to a dart target appearance.
The object traveled from the three to five o’clock positions, with the pilot noting the shape change and a significant speed.
Conclusion: The Project Blue Book record card indicates that the data was insufficient for a definitive evaluation. The phenomenon was marked as “unidentified” due to the lack of concrete data and the unusual characteristics of the sighting that did not match any known aircraft or meteorological phenomenon.

",49.4458,"Ramstein Airbase, Germany",7.5545,{},"Ramstein Air Force Base UFO Encounter",,,
rec_crfn3rjsejr8r2ra965g,1977-10-20T00:00:00Z,"The 1977 Colares UFO Incidents, also known as the Colares flap or Operation Saucer (Operação Prato in Portuguese), was a series of UFO sightings and alleged encounters that occurred in 1977 on the Brazilian island of Colares and surrounding areas in the state of Pará. This event garnered significant attention and led to an official investigation by the Brazilian Air Force.

## Background and Initial Reports

In 1977, numerous UFO sightings were reported in the city of Colares and nearby municipalities[1]. Local residents claimed to have seen strange lights in the sky and experienced unusual phenomena. They named these lights ""Chupa Chupa"" (literally ""Sucker-Sucker"") due to the belief that the lights were causing harm to people[1].

The situation became so concerning that residents of Colares organized night vigils, lit fires, and ignited fireworks in an attempt to keep the lights away[1]. As reports increased and panic spread, Mayor José Ildone Favacho Soeiro requested assistance from the Brazilian Air Force[1].

## Operation Saucer

In response to the growing number of reports and public concern, the Brazilian Air Force launched an investigation codenamed Operation Saucer (Operação Prato)[1]. The operation was commanded by Captain Uyrangê Bolivar Soares Nogueira de Hollanda Lima and lasted from October 20 to December 5, 1977[1].

The investigation team was small, consisting of Captain Hollanda and six sergeants. They were equipped with a theodolite, cameras, and tape recorders[4]. During the operation, the team documented numerous sightings and collected eyewitness testimonies.

## Findings and Documentation

The investigation resulted in a substantial amount of documentation:

1. A final report of approximately 500 pages[4]
2. Several hundred photographs and motion picture films of alleged UFOs[4]
3. Numerous maps and sketches showing UFO flight paths[4]
4. Summaries of over 300 sightings and encounters[4]

Many of the reports were based on sightings by Captain Hollanda and his team members themselves[4]. The documents describe various encounters with mysterious lights, including observations of the lights changing size, brightness, and exhibiting unusual flight patterns[3].

## Alleged Effects on Residents

One of the most controversial aspects of the Colares incidents was the reported physical effects on witnesses. Some residents claimed to have suffered injuries from the UFOs, including:

1. Burns and scars on their bodies[1]
2. Puncture wounds[2]
3. Symptoms consistent with radiation effects from microwaves (according to ufologist Jacques Vallée)[2]

However, it's important to note that the official documents contain limited information about these alleged injuries. Dr. Daniel Rebisso, who has extensively studied the case, investigated possible causes for the reported marks and concluded that they were not self-inflicted or caused by known animals[3].

## Closure and Aftermath

After approximately four months, Operation Saucer was closed by Brigadier Protázio Lopes de Oliveira, the base commander in Belém[4]. The official stance was that no unusual phenomena were found[1]. The documents and findings were sent to Air Force Headquarters in Brasília and remained classified for many years[4].

In 1997, two decades after the operation, Captain Uyrangê (by then retired as a lieutenant colonel) gave interviews about his experiences during Operation Saucer[1]. Tragically, three months after these interviews, he was found dead in his home under circumstances that some consider suspicious[1].

## Theories and Speculations

Various theories have been proposed to explain the Colares incidents:

1. Extraterrestrial visitation: Some ufologists believe the incidents were genuine encounters with alien spacecraft[3].
2. Secret military operations: There were speculations about clandestine maneuvers or guerrilla activities in the area[3].
3. Natural phenomena: Some researchers have suggested misidentifications of natural events or atmospheric phenomena.
4. Mass hysteria: The possibility of mass panic or hallucination was considered but largely dismissed by researchers like Dr. Rebisso[3].

## Conclusion

The 1977 Colares UFO Incidents remain one of the most intriguing and well-documented UFO cases in Brazil. While the official investigation concluded without finding evidence of unusual phenomena, the extensive documentation, multiple witnesses, and alleged physical effects continue to fuel discussions and debates in ufology circles. The case highlights the challenges in investigating and explaining complex UFO incidents, especially those involving multiple witnesses and reported physical effects.

Robert Pratt and Jacques Vallée made significant contributions to investigating and documenting the 1977 Colares UFO incidents:

Robert Pratt:

Robert Pratt was an American journalist and UFO researcher who extensively investigated UFO cases in Brazil, including the Colares incidents[1][2]. His key contributions include:

1. Conducting on-site investigations: Pratt made 11 visits to Brazil over 18 years to personally investigate UFO cases, including those in the Colares area[2].

2. Interviewing witnesses: He interviewed over 1,700 people related to Brazilian UFO incidents, gathering firsthand accounts[2].

3. Publishing findings: Pratt documented his research in the book ""UFO Danger Zone: Terror and Death in Brazil,"" which provided detailed accounts of the Colares events and other Brazilian UFO cases[2].

4. Highlighting physical effects: His work emphasized the reported physical injuries and illnesses experienced by witnesses in Colares and other Brazilian UFO encounters[2].

Jacques Vallée:

Jacques Vallée is a prominent ufologist and computer scientist who contributed to the study of the Colares incidents in several ways:

1. Analysis of physical effects: Vallée examined the reported injuries from the Colares incidents, noting that some symptoms were consistent with radiation effects from microwaves[1].

2. Contextualizing the events: He provided a broader perspective on the Colares incidents within the context of global UFO phenomena.

3. Supporting other researchers: Vallée wrote the foreword to Robert Pratt's book, lending his credibility to Pratt's extensive field research in Brazil[2].

4. Promoting scientific investigation: Through his involvement, Vallée helped bring attention to the need for rigorous, scientific study of UFO incidents like those in Colares.

Both Pratt and Vallée's work helped bring international attention to the Colares incidents and contributed to the broader understanding of UFO phenomena in Brazil. Their research and analysis provided valuable documentation and insights into one of the most significant and well-documented UFO cases in Brazilian history.

Citations:
[1] https://archive.org/stream/UFODangerZoneBobPrattHowTheyStealOurBloodAndMayKillPeoplePreIceAgeUfoOccupantsAn/UFO%20Danger%20Zone%20-%20Bob%20Pratt%20how%20they%20steal%20our%20blood%20and%20may%20kill%20people%20pre%20ice%20age%20ufo%20occupants%20and%20fake%20extraterrestrial%20%20masquerade%20perhaps%20super%20humans%20born%20from%20our%20stolen%20gametes_djvu.txt
[2] https://www.amazon.com/Ufo-Danger-Zone-Terror-Brazil/dp/1881852148
[3] https://www.youtube.com/watch?v=CRD0Q0bcJOE
[4] https://en.wikipedia.org/wiki/UFO_sightings_in_Brazil
[5] https://documents.theblackvault.com/documents/MUFON/Pratt/prato.pdf
[6] https://users.stat.ufl.edu/~winner/data/ufocase.dat
[7] https://www.gov.br/en/government-of-brazil/latest-news/2022/official-ufo-night-in-brazil
[8] https://www.history.navy.mil/browse-by-topic/disasters-and-phenomena/u2s-ufos-and-operation-blue-book.html

Citations:
[1] https://en.wikipedia.org/wiki/Opera%C3%A7%C3%A3o_Prato
[2] https://en.wikipedia.org/wiki/UFO_sightings_in_Brazil
[3] https://www.youtube.com/watch?v=CRD0Q0bcJOE
[4] https://documents.theblackvault.com/documents/MUFON/Pratt/prato.pdf
[5] https://users.stat.ufl.edu/~winner/data/ufocase.dat
[6] https://www.gov.br/en/government-of-brazil/latest-news/2022/official-ufo-night-in-brazil
[7] https://english.elpais.com/science-tech/2023-09-30/ufos-in-brazil-the-official-story.html
[8] https://www.af.mil/About-Us/Fact-Sheets/Display/Article/104590/unidentified-flying-objects-and-air-force-project-blue-book/",-0.9366,"Colares, Brazil",-48.2802,{},"Colares UFO Incident",,,
