id,city,coordinates,google-maps-location-id,latitude,longitude,name,state
rec_cp1v7av6gfslia6ur6n0,"Bladensburg","38.9391667, -76.9341667","eyJpIjoiMzguOTM5MTY2NywgLTc2LjkzNDE2NjciLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozOC45MzkxNjcsImxuZyI6LTc2LjkzNDE2NywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",38.9391667,-76.9341667,"Bladensburg, Maryland, United States","Maryland"
rec_cp1v7av6gfslia6ur6ng,"Bellis","54.143056, -112.151111","eyJpIjoiNTQuMTQzMDU2LCAtMTEyLjE1MTExMSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjU0LjE0MzA1NiwibG5nIjotMTEyLjE1MTExMSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",54.143056,-112.151111,"Bellis, Alberta, Canada","Alberta"
rec_cp1v7av6gfslia6ur6o0,"Beltsville","39.034832, -76.907474","eyJpIjoiMzkuMDM0ODMyLCAtNzYuOTA3NDc0IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzkuMDM0ODMyLCJsbmciOi03Ni45MDc0NzQsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",39.034832,-76.907474,"Beltsville, Maryland, United States","Maryland"
rec_cp1v7av6gfslia6ur6og,"Beaumont","53.352426, -113.415373","eyJpIjoiNTMuMzUyNDI2LCAtMTEzLjQxNTM3MyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjUzLjM1MjQyNiwibG5nIjotMTEzLjQxNTM3MywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",53.352426,-113.415373,"Beaumont, Alberta, Canada","Alberta"
rec_cp1v7av6gfslia6ur6p0,"Alexander City","32.856793, -85.946615","eyJpIjoiMzIuODU2NzkzLCAtODUuOTQ2NjE1IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzIuODU2NzkzLCJsbmciOi04NS45NDY2MTUsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",32.856793,-85.946615,"Alexander City, Alabama, United States","Alabama"
rec_cp1v7av6gfslia6ur6pg,"Bartow","32.8786111, -82.4738889","eyJpIjoiMzIuODc4NjExMSwgLTgyLjQ3Mzg4ODkiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozMi44Nzg2MTEsImxuZyI6LTgyLjQ3Mzg4OSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",32.8786111,-82.4738889,"Bartow, Georgia, United States","Georgia"
rec_cp1v7av6gfslia6ur6q0,"Halethorpe","39.2544444, -76.7002778","eyJpIjoiMzkuMjU0NDQ0NCwgLTc2LjcwMDI3NzgiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozOS4yNTQ0NDQsImxuZyI6LTc2LjcwMDI3OCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",39.2544444,-76.7002778,"Halethorpe, Maryland, United States","Maryland"
rec_cp1v7av6gfslia6ur6qg,"Arvada","39.792716, -105.083267","eyJpIjoiMzkuNzkyNzE2LCAtMTA1LjA4MzI2NyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjM5Ljc5MjcxNiwibG5nIjotMTA1LjA4MzI2NywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",39.792716,-105.083267,"Arvada, Colorado, United States","Colorado"
rec_cp1v7av6gfslia6ur6r0,"Belleview","29.055, -82.0625","eyJpIjoiMjkuMDU1LCAtODIuMDYyNSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjI5LjA1NSwibG5nIjotODIuMDYyNSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",29.055,-82.0625,"Belleview, Florida, United States","Florida"
rec_cp1v7av6gfslia6ur6rg,"Bay Pines","27.821329, -82.770826","eyJpIjoiMjcuODIxMzI5LCAtODIuNzcwODI2IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MjcuODIxMzI5LCJsbmciOi04Mi43NzA4MjYsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",27.821329,-82.770826,"Bay Pines, Florida, United States","Florida"
rec_cp1v7av6gfslia6ur6s0,"Bonnyville","54.267778, -110.750833","eyJpIjoiNTQuMjY3Nzc4LCAtMTEwLjc1MDgzMyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjU0LjI2Nzc3OCwibG5nIjotMTEwLjc1MDgzMywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",54.267778,-110.750833,"Bonnyville, Alberta, Canada","Alberta"
rec_cp1v7av6gfslia6ur6sg,"Albany","39.2275, -82.2025","eyJpIjoiMzkuMjI3NSwgLTgyLjIwMjUiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozOS4yMjc1LCJsbmciOi04Mi4yMDI1LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",39.2275,-82.2025,"Albany, Ohio, United States","Ohio"
rec_cp1v7av6gfslia6ur6t0,"Ben Wheeler","32.4458333, -95.7036111","eyJpIjoiMzIuNDQ1ODMzMywgLTk1LjcwMzYxMTEiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozMi40NDU4MzMsImxuZyI6LTk1LjcwMzYxMSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",32.4458333,-95.7036111,"Ben Wheeler, Texas, United States","Texas"
rec_cp1v7av6gfslia6ur6tg,"Bancroft","44.3097222, -89.5136111","eyJpIjoiNDQuMzA5NzIyMiwgLTg5LjUxMzYxMTEiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0NC4zMDk3MjIsImxuZyI6LTg5LjUxMzYxMSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",44.3097222,-89.5136111,"Bancroft, Wisconsin, United States","Wisconsin"
rec_cp1v7av6gfslia6ur6u0,"Newport","42.019547, -83.272008","eyJpIjoiNDIuMDE5NTQ3LCAtODMuMjcyMDA4IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDIuMDE5NTQ3LCJsbmciOi04My4yNzIwMDgsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",42.019547,-83.272008,"Newport, Michigan, United States","Michigan"
rec_cp1v7av6gfslia6ur6ug,"Augusta","38.5725, -90.8819444","eyJpIjoiMzguNTcyNSwgLTkwLjg4MTk0NDQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozOC41NzI1LCJsbmciOi05MC44ODE5NDQsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",38.5725,-90.8819444,"Augusta, Missouri, United States","Missouri"
rec_cp1v7av6gfslia6ur6v0,"Bellemont","35.238056, -111.833611","eyJpIjoiMzUuMjM4MDU2LCAtMTExLjgzMzYxMSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjM1LjIzODA1NiwibG5nIjotMTExLjgzMzYxMSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",35.238056,-111.833611,"Bellemont, Arizona, United States","Arizona"
rec_cp1v7av6gfslia6ur6vg,"Decherd","35.2705556, -85.9530556","eyJpIjoiMzUuMjcwNTU1NiwgLTg1Ljk1MzA1NTYiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozNS4yNzA1NTYsImxuZyI6LTg1Ljk1MzA1NiwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",35.2705556,-85.9530556,"Decherd, Tennessee, United States","Tennessee"
rec_cp1v7av6gfslia6ur700,"Rupert","38.02, -80.6333333","eyJpIjoiMzguMDIsIC04MC42MzMzMzMzIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzguMDIsImxuZyI6LTgwLjYzMzMzMywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",38.02,-80.6333333,"Rupert, West Virginia, United States","West Virginia"
rec_cp1v7av6gfslia6ur70g,"Bartlett","35.2044444, -89.8738889","eyJpIjoiMzUuMjA0NDQ0NCwgLTg5Ljg3Mzg4ODkiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozNS4yMDQ0NDQsImxuZyI6LTg5Ljg3Mzg4OSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",35.2044444,-89.8738889,"Bartlett, Tennessee, United States","Tennessee"
rec_cp1v7av6gfslia6ur710,"Carson City","39.247061, -119.822019","eyJpIjoiMzkuMjQ3MDYxLCAtMTE5LjgyMjAxOSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjM5LjI0NzA2MSwibG5nIjotMTE5LjgyMjAxOSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",39.247061,-119.822019,"Carson City, Nevada, United States","Nevada"
rec_cp1v7av6gfslia6ur71g,"Beaver","39.0305556, -82.8244444","eyJpIjoiMzkuMDMwNTU1NiwgLTgyLjgyNDQ0NDQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozOS4wMzA1NTYsImxuZyI6LTgyLjgyNDQ0NCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",39.0305556,-82.8244444,"Beaver, Ohio, United States","Ohio"
rec_cp1v7av6gfslia6ur720,"Athol","47.9480556, -116.7069444","eyJpIjoiNDcuOTQ4MDU1NiwgLTExNi43MDY5NDQ0IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDcuOTQ4MDU2LCJsbmciOi0xMTYuNzA2OTQ0LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",47.9480556,-116.7069444,"Athol, Idaho, United States","Idaho"
rec_cp1v7av6gfslia6ur72g,"Ashtabula","41.8275, -80.8719444","eyJpIjoiNDEuODI3NSwgLTgwLjg3MTk0NDQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MS44Mjc1LCJsbmciOi04MC44NzE5NDQsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",41.8275,-80.8719444,"Ashtabula, Ohio, United States","Ohio"
rec_cp1v7av6gfslia6ur730,"Bauxite","34.5555556, -92.5211111","eyJpIjoiMzQuNTU1NTU1NiwgLTkyLjUyMTExMTEiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozNC41NTU1NTYsImxuZyI6LTkyLjUyMTExMSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",34.5555556,-92.5211111,"Bauxite, Arkansas, United States","Arkansas"
rec_cp1v7av6gfslia6ur73g,"Bow","48.5619444, -122.3969444","eyJpIjoiNDguNTYxOTQ0NCwgLTEyMi4zOTY5NDQ0IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguNTYxOTQ0LCJsbmciOi0xMjIuMzk2OTQ0LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",48.5619444,-122.3969444,"Bow, Washington, United States","Washington"
rec_cp1v7av6gfslia6ur740,"Austell","33.8125, -84.6344444","eyJpIjoiMzMuODEyNSwgLTg0LjYzNDQ0NDQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozMy44MTI1LCJsbmciOi04NC42MzQ0NDQsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",33.8125,-84.6344444,"Austell, Georgia, United States","Georgia"
rec_cp1v7av6gfslia6ur74g,"Arvada","39.8027778, -105.0869444","eyJpIjoiMzkuODAyNzc3OCwgLTEwNS4wODY5NDQ0IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzkuODAyNzc4LCJsbmciOi0xMDUuMDg2OTQ0LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",39.8027778,-105.0869444,"Arvada, Colorado, United States","Colorado"
rec_cp1v7av6gfslia6ur750,"Bartonville","40.6502778, -89.6519444","eyJpIjoiNDAuNjUwMjc3OCwgLTg5LjY1MTk0NDQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MC42NTAyNzgsImxuZyI6LTg5LjY1MTk0NCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",40.6502778,-89.6519444,"Bartonville, Illinois, United States","Illinois"
rec_cp1v7av6gfslia6ur75g,"Angelus Oaks","34.1458333, -116.9816667","eyJpIjoiMzQuMTQ1ODMzMywgLTExNi45ODE2NjY3IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzQuMTQ1ODMzLCJsbmciOi0xMTYuOTgxNjY3LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",34.1458333,-116.9816667,"Angelus Oaks, California, United States","California"
rec_cp1v7av6gfslia6ur760,"Borrego Springs","33.144444, -116.134167","eyJpIjoiMzMuMTQ0NDQ0LCAtMTE2LjEzNDE2NyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjMzLjE0NDQ0NCwibG5nIjotMTE2LjEzNDE2NywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",33.144444,-116.134167,"Borrego Springs, California, United States","California"
rec_cp1v7av6gfslia6ur76g,"Atascadero","35.4894444, -120.6697222","eyJpIjoiMzUuNDg5NDQ0NCwgLTEyMC42Njk3MjIyIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzUuNDg5NDQ0LCJsbmciOi0xMjAuNjY5NzIyLCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",35.4894444,-120.6697222,"Atascadero, California, United States","California"
rec_cp1v7av6gfslia6ur770,"Bloomington","39.211158, -86.462218","eyJpIjoiMzkuMjExMTU4LCAtODYuNDYyMjE4IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzkuMjExMTU4LCJsbmciOi04Ni40NjIyMTgsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",39.211158,-86.462218,"Bloomington, Indiana, United States","Indiana"
rec_cp1v7av6gfslia6ur77g,"Anaheim","33.8444444, -117.7763889","eyJpIjoiMzMuODQ0NDQ0NCwgLTExNy43NzYzODg5IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzMuODQ0NDQ0LCJsbmciOi0xMTcuNzc2Mzg5LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",33.8444444,-117.7763889,"Anaheim, California, United States","California"
rec_cp1v7av6gfslia6ur780,"Beaumont","30.0858333, -94.1016667","eyJpIjoiMzAuMDg1ODMzMywgLTk0LjEwMTY2NjciLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozMC4wODU4MzMsImxuZyI6LTk0LjEwMTY2NywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",30.0858333,-94.1016667,"Beaumont, Texas, United States","Texas"
rec_cp1v7av6gfslia6ur78g,"Atwater","41.0238889, -81.1636111","eyJpIjoiNDEuMDIzODg4OSwgLTgxLjE2MzYxMTEiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MS4wMjM4ODksImxuZyI6LTgxLjE2MzYxMSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",41.0238889,-81.1636111,"Atwater, Ohio, United States","Ohio"
rec_cp1v7av6gfslia6ur790,"Apollo Beach","27.7727778, -82.4077778","eyJpIjoiMjcuNzcyNzc3OCwgLTgyLjQwNzc3NzgiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjoyNy43NzI3NzgsImxuZyI6LTgyLjQwNzc3OCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",27.7727778,-82.4077778,"Apollo Beach, Florida, United States","Florida"
rec_cp1v7av6gfslia6ur79g,"Memphis","35.190065, -89.850075","eyJpIjoiMzUuMTkwMDY1LCAtODkuODUwMDc1IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzUuMTkwMDY1LCJsbmciOi04OS44NTAwNzUsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",35.190065,-89.850075,"Memphis, Tennessee, United States","Tennessee"
rec_cp1v7av6gfslia6ur7a0,"Anacortes","48.550655, -122.625843","eyJpIjoiNDguNTUwNjU1LCAtMTIyLjYyNTg0MyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ4LjU1MDY1NSwibG5nIjotMTIyLjYyNTg0MywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",48.550655,-122.625843,"Anacortes, Washington, United States","Washington"
rec_cp1v7av6gfslia6ur7ag,"Bonners Ferry","48.6913889, -116.3152778","eyJpIjoiNDguNjkxMzg4OSwgLTExNi4zMTUyNzc4IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguNjkxMzg5LCJsbmciOi0xMTYuMzE1Mjc4LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",48.6913889,-116.3152778,"Bonners Ferry, Idaho, United States","Idaho"
rec_cp1v7b76gfslia6ur7b0,"Bailey","35.7805556, -78.1191667","eyJpIjoiMzUuNzgwNTU1NiwgLTc4LjExOTE2NjciLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozNS43ODA1NTYsImxuZyI6LTc4LjExOTE2NywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",35.7805556,-78.1191667,"Bailey, North Carolina, United States","North Carolina"
rec_cp1v7b76gfslia6ur7bg,"Bradenton","27.424225, -82.477205","eyJpIjoiMjcuNDI0MjI1LCAtODIuNDc3MjA1IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MjcuNDI0MjI1LCJsbmciOi04Mi40NzcyMDUsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",27.424225,-82.477205,"Bradenton, Florida, United States","Florida"
rec_cp1v7b76gfslia6ur7c0,"Greeneville","36.3341667, -82.8369444","eyJpIjoiMzYuMzM0MTY2NywgLTgyLjgzNjk0NDQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozNi4zMzQxNjcsImxuZyI6LTgyLjgzNjk0NCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",36.3341667,-82.8369444,"Greeneville, Tennessee, United States","Tennessee"
rec_cp1v7b76gfslia6ur7cg,"Wrightwood","34.3788889, -117.6891667","eyJpIjoiMzQuMzc4ODg4OSwgLTExNy42ODkxNjY3IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzQuMzc4ODg5LCJsbmciOi0xMTcuNjg5MTY3LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",34.3788889,-117.6891667,"Wrightwood, California, United States","California"
rec_cp1v7b76gfslia6ur7d0,"Boston","42.6288889, -78.7377778","eyJpIjoiNDIuNjI4ODg4OSwgLTc4LjczNzc3NzgiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0Mi42Mjg4ODksImxuZyI6LTc4LjczNzc3OCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",42.6288889,-78.7377778,"Boston, New York, United States","New York"
rec_cp1v7b76gfslia6ur7dg,"Allen Park","42.2575, -83.2111111","eyJpIjoiNDIuMjU3NSwgLTgzLjIxMTExMTEiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0Mi4yNTc1LCJsbmciOi04My4yMTExMTEsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",42.2575,-83.2111111,"Allen Park, Michigan, United States","Michigan"
rec_cp1v7b76gfslia6ur7e0,"Allendale","42.9722222, -85.9536111","eyJpIjoiNDIuOTcyMjIyMiwgLTg1Ljk1MzYxMTEiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0Mi45NzIyMjIsImxuZyI6LTg1Ljk1MzYxMSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",42.9722222,-85.9536111,"Allendale, Michigan, United States","Michigan"
